DATE,PARTY NAME,BILL,ITEM,MAKE,QTY,RATE,TOTAL,PARTY,EX RATE,TOTAL,BROK.TIME,OTHER NOTI.,PAY DATE
31-05-2021,JAYCHENDRA BRG. P LTD,SALE,LMF 20 L UU,WERB,4,350,1400,KOHINOOR BRGS,,0,MARCH,,
17-06-2021,JAYCHENDRA BRG. P LTD,SALE,NA 6909,NEKIB,26,370,9620,GAUTTAM ENT.,,0,MARCH,,
07-07-2021,JAYCHENDRA BRG. P LTD,SALE,HGR 20X620,WERB,2,950,1900,GAUTTAM ENT.,,0,MARCH,,
09-07-2021,JAYCHENDRA BRG. P LTD,SALE,KR 72 PP,WERB,4,750,3000,GAUTTAM ENT.,,0,MARCH,,
09-07-2021,JAYCHENDRA BRG. P LTD,SALE,KRV 22 PP,WERB,4,175,700,GAUTTAM ENT.,,0,MARCH,,
09-07-2021,JAYCHENDRA BRG. P LTD,SALE,NUKR 62,NEKIB,6,1050,6300,GAUTTAM ENT.,,0,MARCH,,
23-08-2021,JAYCHENDRA BRG. P LTD,SALE,CF 18VBUUR,NEKIB,35,350,12250,GAUTTAM ENT.,,0,MARCH,,
30-08-2021,JAYCHENDRA BRG. P LTD,SALE,LM 8 UU,WERB,10,50,500,KOHINOOR BRGS,5,50,MARCH,,
14-09-2021,JAYCHENDRA BRG. P LTD,SALE,CF 10 VBUUR,WERB,270,150,40500,GAUTTAM ENT.,,0,MARCH,,
16-09-2021,JAYCHENDRA BRG. P LTD,SALE,HGR 20X2000MM,RAIL,2,2800,5600,GAUTTAM ENT.,200,400,MARCH,,
17-09-2021,JAYCHENDRA BRG. P LTD,SALE,NKXR 25 Z,NEKIB,2,450,900,GAUTTAM ENT.,,0,MARCH,,
24-09-2021,JAYCHENDRA BRG. P LTD,X,CF 16 B UU,WERB,1,275,275,KOHINOOR BRGS,,0,MARCH,,
27-09-2021,JAYCHENDRA BRG. P LTD,SALE,CF 16 BUU,WERB,50,270,13500,KOHINOOR BRGS,,0,MARCH,,
30-10-2021,JAYCHENDRA BRG. P LTD,SALE,NKX 25 Z,NEKIB,40,475,19000,GAUTTAM ENT.,,0,MARCH,,
10-11-2021,JAYCHENDRA BRG. P LTD,SALE,CF 16 B,WERB,54,251,13554,KOHINOOR BRGS,10,540,MARCH,,
17-11-2021,JAYCHENDRA BRG. P LTD,SALE,GE 25 C,WERB,1,750,750,GAUTTAM ENT.,,0,MARCH,,
17-11-2021,JAYCHENDRA BRG. P LTD,SALE,GE 40 UK 2RS,WERB,1,2050,2050,GAUTTAM ENT.,,0,MARCH,,
17-11-2021,JAYCHENDRA BRG. P LTD,SALE,NUKR 62,WERB,4,1050,4200,GAUTTAM ENT.,,0,MARCH,,
23-11-2021,JAYCHENDRA BRG. P LTD,SALE,LMF 20 L UU,WERB,6,375,2250,KOHINOOR BRGS,,0,MARCH,,
22-03-2022,JAYCHENDRA BRG. P LTD,10042,GE 8ES,IKO,2,225,450,KOHINOOR BRGS,,0,MARCH,,
01-10-2020,JAYCHENDRA BRG.P LTD,SALE,NK 25/20,IKO,7,300,2100,KOHINOOR BEARING,,0,MARCH,,
16-10-2020,JAYCHENDRA BRG.P LTD,SALE,SC 12,NEKIB,10,135,1350,GAUTTAM ENT.,,0,MARCH,,
16-10-2020,JAYCHENDRA BRG.P LTD,SALE,SK 12,NEKIB,10,65,650,GAUTTAM ENT.,,0,MARCH,,
16-10-2020,JAYCHENDRA BRG.P LTD,SALE,LM 13,NEKIB,4,50,200,GAUTTAM ENT.,,0,MARCH,,
16-10-2020,JAYCHENDRA BRG.P LTD,SALE,NATB 5906,NEKIB,6,550,3300,GAUTTAM ENT.,,0,MARCH,,
21-12-2020,JAYCHENDRA BRG.P LTD,SALE,LMK 16 L UU,WERB,15,300,4500,GAUTTAM ENT.,,0,MARCH,,
25-12-2020,JAYCHENDRA BRG.P LTD,SALE,LMH 25 UU,WERB,6,240,1440,GAUTTAM ENT.,,0,MARCH,,
09-01-2021,JAYCHENDRA BRG.P LTD,SALE,HGR 25X4000,RAIL,6,7300,43800,GAUTTAM ENT.,,600,MARCH,,
09-01-2021,JAYCHENDRA BRG.P LTD,SALE,HGR 30X4000,RAIL,4,8400,33600,GAUTTAM ENT.,,0,MARCH,,
09-01-2021,JAYCHENDRA BRG.P LTD,SALE,HGR 45X4000,RAIL,2,17400,34800,GAUTTAM ENT.,,0,MARCH,,
28-01-2021,JAYCHENDRA BRG.P LTD,SALE,LMK 30 UU,WERB,4,300,1200,GAUTTAM ENT.,,0,MARCH,,
02-03-2021,JAYCHENDRA BRG.P LTD,SALE,LMK 25 L UU,WERB,4,450,1800,GAUTTAM ENT.,,0,MARCH,,
02-03-2021,JAYCHENDRA BRG.P LTD,SALE,NUKR 62,WERB,12,1050,12600,GAUTTAM ENT.,,0,MARCH,,
02-03-2021,JAYCHENDRA BRG.P LTD,SALE,LMK 20 L UU,WERB,4,325,1300,GAUTTAM ENT.,,0,MARCH,,
23-03-2021,JAYCHENDRA BRG.P LTD,SALE,CF 30 BR,WERB,20,270,5400,GAUTTAM ENT.,,0,MARCH,,
01-04-2021,KAMLESH BEARING CORP,SALE,RNA 4909,IKO,3,450,1350,GAUTTAM ENT.,,0,MARCH,,
01-04-2021,KAMLESH BEARING CORP,SALE,RNA 69/32,IKO,6,600,3600,GAUTTAM ENT.,,0,MARCH,,
12-04-2021,KAMLESH BEARING CORP,SALE,NATB 5905,IKO,6,1100,6600,KOHINOOR BRGS,,0,MARCH,,
21-04-2021,KAMLESH BEARING CORP,SALE,na 6914,iko,1,3000,3000,GAUTTAM ENT.,,0,MARCH,,
04-05-2021,KAMLESH BEARING CORP,SALE,GE 25 GS 2RS,IKO,4,600,2400,GAUTTAM ENT.,,0,MARCH,,
09-06-2021,KAMLESH BEARING CORP,SALE,NATB 5906,IKO,2,1300,2600,DEVAL INVEAT,,0,MARCH,,
11-06-2021,KAMLESH BEARING CORP,SALE,NART 12 UUR,IKO,2,500,1000,GAUTTAM ENT.,,0,MARCH,,
11-06-2021,KAMLESH BEARING CORP,SALE,NART 8 V UUR,IKO,4,450,1800,GAUTTAM ENT.,,0,MARCH,,
22-07-2021,KAMLESH BEARING CORP,SALE,LM 20,IKO,3,500,1500,KOHINOOR BRGS,,0,MARCH,,
30-07-2021,KAMLESH BEARING CORP,SALE,GE 80ES 2RS,IKO,4,2700,10800,GAUTTAM ENT.,,0,MARCH,,
07-08-2021,KAMLESH BEARING CORP,SALE,GE 60 ES,IKO,4,1150,4600,GAUTTAM ENT.,,0,MARCH,,
07-08-2021,KAMLESH BEARING CORP,SALE,HK 25/16,IKO,2,150,300,GAUTTAM ENT.,,0,MARCH,,
24-08-2021,KAMLESH BEARING CORP,SALE,CF 6B,IKO,20,240,4800,KOHINOOR BRGS,,0,MARCH,,
01-09-2021,KAMLESH BEARING CORP,SALE,CF 30 BUUR,IKO,16,2150,34400,GAUTTAM ENT.,,0,MARCH,,
04-09-2021,KAMLESH BEARING CORP,SALE,CF 8 B,IKO,20,260,5200,KOHINOOR BRGS,,0,MARCH,,
06-09-2021,KAMLESH BEARING CORP,SALE,NA 4912,IKO,2,1000,2000,GAUTTAM ENT.,,0,MARCH,,
07-09-2021,KAMLESH BEARING CORP,SALE,CF 16 BR,IKO,16,260,4160,KOHINOOR BRGS,,0,MARCH,,
15-09-2021,KAMLESH BEARING CORP,SALE,CF 6 BUUR,IKO,4,300,1200,KOHINOOR BRGS,,0,MARCH,,
18-09-2021,KAMLESH BEARING CORP,SALE,BA 68 Z,IKO,6,75,450,GAUTTAM ENT.,,0,MARCH,,
18-09-2021,KAMLESH BEARING CORP,SALE,BA 69 Z,IKO,12,75,900,GAUTTAM ENT.,,0,MARCH,,
11-10-2021,KAMLESH BEARING CORP,,BA 24/16,IKO,12,175,2100,GAUTTAM ENT.,,0,MARCH,,
13-10-2021,KAMLESH BEARING CORP,SALE,GE 180 ES 2RS,IKO,2,22750,45500,GAUTTAM ENT.,,0,MARCH,,
18-10-2021,KAMLESH BEARING CORP,SALE,RNA 4914,IKO,4,1200,4800,GAUTTAM ENT.,,0,MARCH,,
07-02-2022,KAMLESH BEARING CORP,SALE,RNA 69/32,IKO,6,600,3600,GAUTTAM ENT.,,0,MARCH,,
12-02-2022,KAMLESH BEARING CORP,SALE,CF 20 B UU,IKO,39,1050,40950,GAUTTAM ENT.,,0,MARCH,,
16-03-2022,KAMLESH BEARING CORP,SALE,CF 8 BR,IKO,20,260,5200,KOHINOOR BRGS,,0,MARCH,,
28-07-2021,KOTHARI & CO,SALE,UCP 206,SKF,88,733.52,64549.76,KOHINOOR BRGS,,0,MARCH,,
26-07-2021,KOTHARI & CO,516,22224EK,FAG,4,8846.01,35384.04,KOHINOOR BRGS,,0,MARCH,,
12-08-2021,KOTHARI & CO,SALE,UCP 212,SKF,8,2231.83,17854.64,M/S KUNJAN TRAD.CO,,0,MARCH,,
19-11-2021,KOTHARI & CO,SALE,UCP 206,SKF,2,733.52,1467.04,GAUTTAM ENT.,,0,MARCH,,
19-11-2021,KOTHARI & CO,SALE,UCP 209,SKF,2,1073.78,2147.56,GAUTTAM ENT.,,0,MARCH,,
19-11-2021,KOTHARI & CO,SALE,UCP 210,SKF,2,1222.71,2445.42,GAUTTAM ENT.,,0,MARCH,,
01-12-2021,KOTHARI & CO,1609,UCF 206,SKF,1,3055.36,3055.36,KOHINOOR BRGS,,0,MARCH,,
02-12-2021,KOTHARI & CO,SALE,UCF 210,SKF,2,1291.92,2583.84,KOHINOOR BRGS,,0,MARCH,,
07-12-2021,KOTHARI & CO,1666,UCF209/FL206,SKF,1,8836.14,8836.14,KOHINOOR BRGS,,0,MARCH,,
31-12-2021,KOTHARI & CO,SALE,UCP 212,SKF,6,2400.27,14401.62,N M SALES AG,,0,MARCH,,
01-01-2022,KOTHARI & CO,1919,PILLOW BLOCK,SKF,1,17833.02,17833.02,KOHINOOR BRGS,,0,MARCH,,
13-01-2022,KOTHARI & CO,SALE,6205,FAG,5,167,835,VIRAJ ENTER.,,0,MARCH,,
13-01-2022,KOTHARI & CO,SALE,6207,FAG,5,189,945,VIRAJ ENTER.,,0,MARCH,,
19-02-2022,KOTHARI & CO,SALE,UCF 209,FAG,1,1340,1340,N M SALES AG,,0,MARCH,,
23-02-2022,KOTHARI & CO,2406,22315 E,FAG,2,5369.85,10739.7,VIRAJ ENTER.,238.66,477.32,MARCH,,
22-03-2022,KOTHARI & CO,2577,22214,FAG,8,2656.28,21250.24,N M SALES AG,,0,MARCH,,
07-07-2021,LAXMINARAYAN & CO,SALE,51207,FAG,10,540,5400,GAUTTAM ENT.,,0,MARCH,,
03-08-2021,LAXMINARAYAN & CO,SALE,51207,FAG,20,536.25,10725,GAUTTAM ENT.,,0,MARCH,,
17-09-2021,LAXMINARAYAN & CO,SALE,51104,FAG,2,280,560,KOHINOOR BRGS,,0,MARCH,,
17-09-2021,LAXMINARAYAN & CO,SALE,51108,FAG,2,430,860,KOHINOOR BRGS,,0,MARCH,,
21-10-2021,LAXMINARAYAN & CO,SALE,707 B TVP,FAG,4,930,3720,KOHINOOR BRGS,,0,MARCH,,
17-11-2021,LAXMINARAYAN & CO,SALE,7312 BJP,FAG,2,3100,6200,VIRAJ ENTER.,,0,MARCH,,
26-11-2021,LAXMINARAYAN & CO,SALE,3210 B TVH,FAG,2,1675,3350,GAUTTAM ENT.,,0,MARCH,,
16-12-2021,LAXMINARAYAN & CO,SALE,3309 b tvp,FAG,2,2450,4900,GAUTTAM ENT.,,0,MARCH,,
22-01-2021,LAXMINARAYAN & CO,695,UCF 209,FAG,3,619.71,1859.13,NMSA,,0,MARCH,,
22-03-2021,LAXMINARAYAN & CO,SALE,51207,FAG,10,500,5000,GAUTTAM ENT.,,0,MARCH,,
08-12-2021,M D INTERNATIOANL,SALE,3804 2RS,FAG,4,1300,5200,GAUTTAM ENT.,50,200,MARCH,,
21-04-2021,M D INTERNATIONAL,SALE,51406,FAG,2,1100,2200,GAUTTAM ENT.,,0,MARCH,,
31-05-2021,M D INTERNATIONAL,261,2312 C3,FAG,9,4300,38700,KOHINOOR BRGS,,0,MARCH,,
02-06-2021,M D INTERNATIONAL,SALE,NU 307,FAG,2,1300,2600,N M SALES AG,,0,MARCH,,
14-08-2021,M D INTERNATIONAL,X,51204,FAG,2,350,700,GAUTTAM ENT.,,0,MARCH,,
21-08-2021,M D INTERNATIONAL,SALE,51206,FAG,2,450,900,GAUTTAM ENT.,,0,MARCH,,
21-08-2021,M D INTERNATIONAL,SALE,51108,FAG,2,425,850,GAUTTAM ENT.,,0,MARCH,,
15-12-2021,M D INTERNATIONAL,1429,N 308,FAG,1,1800,1800,KOHINOOR BRGS,,0,MARCH,,
16-04-2021,M/S ORINENT TRADERS,SALE,UCF 205,SKF,6,584.59,3507.54,GAUTTAM ENT.,,0,MARCH,,
20-04-2021,M/S ORINENT TRADERS,1190,1311K,SKF,4,2748,10992,KOHINOOR BRGS,73,292,MARCH,,
21-04-2021,M/S ORINENT TRADERS,SALE,UCFC 210,SKF,2,1753.77,3507.54,GAUTTAM ENT.,,0,MARCH,,
29-04-2021,M/S ORINENT TRADERS,SALE,UCP 210,SKF,5,1222.71,6113.55,GAUTTAM ENT.,,0,MARCH,,
18-05-2021,M/S ORINENT TRADERS,SALE,UCF 208,SKF,2,877.88,1755.76,KOHINOOR BRGS,,0,MARCH,,
18-05-2021,M/S ORINENT TRADERS,SALE,UCP 208,SKF,2,864.43,1728.86,KOHINOOR BRGS,,0,MARCH,,
21-05-2021,M/S ORINENT TRADERS,SALE,UCF 205,SKF,16,584.59,9353.44,GAUTTAM ENT.,,0,MARCH,,
21-05-2021,M/S ORINENT TRADERS,SALE,UCP 204,SKF,2,494.49,988.98,GAUTTAM ENT.,,0,MARCH,,
27-05-2021,M/S ORINENT TRADERS,SALE,UCP 211,SKF,4,1594.77,6379.08,KOHINOOR BRGS,,0,MARCH,,
31-05-2021,M/S ORINENT TRADERS,1301,608 2RS,SKF,30,95,2850,KOHINOOR BRGS,,0,MARCH,,
31-05-2021,M/S ORINENT TRADERS,1316,22226 E,SKF,2,20215.98,40431.96,N M SALES AG,,0,MARCH,,
31-05-2021,M/S ORINENT TRADERS,1321,23130 CCW33,SKF,2,37022.12,74044.24,N M SALES AG,,0,MARCH,,
07-06-2021,M/S ORINENT TRADERS,SALE,UCP 205,SKF,4,494.49,1977.96,GAUTTAM ENT.,,0,MARCH,,
07-06-2021,M/S ORINENT TRADERS,340,UCFL 208,SKF,9,130.85,1177.65,KOHINOOR BRGS,,0,MARCH,,
14-06-2021,M/S ORINENT TRADERS,SALE,UCP 212,SKF,8,2019.83,16158.64,GAUTTAM ENT.,,0,MARCH,,
21-06-2021,M/S ORINENT TRADERS,SALE,3308 A,SKF,2,4180.55,8361.1,ADINATH ENTER.,,0,MARCH,,
24-06-2021,M/S ORINENT TRADERS,SALE,UCP 210,SKF,2,1222.71,2445.42,GAUTTAM ENT.,,0,MARCH,,
28-06-2021,M/S ORINENT TRADERS,SALE,4202 ETN9,SKF,15,934.56,14018.4,KOHINOOR BRGS,,0,MARCH,,
03-08-2021,M/S ORINENT TRADERS,SALE,UCF 205,SKF,2,584.59,1169.18,KOHINOOR BRGS,,0,MARCH,,
03-08-2021,M/S ORINENT TRADERS,SALE,UCFL 206,SKF,18,754.72,13584.96,KOHINOOR BRGS,,0,MARCH,,
03-08-2021,M/S ORINENT TRADERS,SALE,UCP 209,SKF,8,1073.78,8590.24,KOHINOOR BRGS,,0,MARCH,,
21-08-2021,M/S ORINENT TRADERS,SALE,UCF 210,SKF,18,1222.71,22008.78,KOHINOOR BRGS,,0,MARCH,,
21-08-2021,M/S ORINENT TRADERS,SALE,UCFL 206,SKF,6,786.52,4719.12,GAUTTAM ENT.,,0,MARCH,,
21-08-2021,M/S ORINENT TRADERS,SALE,UCF 209,SKF,4,1089.15,4356.6,GAUTTAM ENT.,,0,MARCH,,
02-09-2021,M/S ORINENT TRADERS,203,UCP 208,SKF,1,6887.88,6887.88,KOHINOOR BRGS,,0,MARCH,,
04-09-2021,M/S ORINENT TRADERS,SALE,7308 BEP,SKF,3,1625,4875,KOHINOOR BRGS,,0,MARCH,,
06-09-2021,M/S ORINENT TRADERS,SALE,,SKF,1,92252.32,92252.32,KOHINOOR BRGS,,0,MARCH,,
18-09-2021,M/S ORINENT TRADERS,SALE,4203,SKF,4,1498.2,5992.8,KOHINOOR BRGS,,0,MARCH,,
21-09-2021,M/S ORINENT TRADERS,1691,UCF 210,SKF,8,1222.71,9781.68,KOHINOOR BRGS,,0,MARCH,,
24-09-2021,M/S ORINENT TRADERS,SALE,UCP 206,SKF,8,733.52,5868.16,GAUTTAM ENT.,,0,MARCH,,
24-09-2021,M/S ORINENT TRADERS,SALE,UCFL 206,SKF,4,754.72,3018.88,KOHINOOR BRGS,,0,MARCH,,
25-09-2021,M/S ORINENT TRADERS,SALE,UCFL 208,SKF,10,946.05,9460.5,KOHINOOR BRGS,,0,MARCH,,
28-09-2021,M/S ORINENT TRADERS,SALE,UCP 204,SKF,8,494.49,3955.92,GAUTTAM ENT.,,0,MARCH,,
29-09-2021,M/S ORINENT TRADERS,2417,,SKF,1,4643.75,4643.75,KOHINOOR BRGS,,0,MARCH,,
07-10-2021,M/S ORINENT TRADERS,SALE,7309 BEP,SKF,1,2065.44,2065.44,KOHINOOR BRGS,,0,MARCH,,
12-10-2021,M/S ORINENT TRADERS,864,UCF 210,SKF,4,1224.3,4897.2,KOHINOOR BRGS,,0,MARCH,,
12-10-2021,M/S ORINENT TRADERS,920,UCP 207,SKF,4,818.85,3275.4,KOHINOOR BRGS,,0,MARCH,,
14-10-2021,M/S ORINENT TRADERS,SALE,608 ZZ,SKF,100,72,7200,KOHINOOR BRGS,,0,MARCH,,
14-10-2021,M/S ORINENT TRADERS,SALE,UCP 206,SKF,4,733.52,2934.08,KOHINOOR BRGS,,0,MARCH,,
19-10-2021,M/S ORINENT TRADERS,1392,UCP 209,SKF,15,1073.78,16106.7,KOHINOOR BRGS,,0,MARCH,,
23-10-2021,M/S ORINENT TRADERS,SALE,NJ 2309 ECP C3,SKF,2,4724.16,9448.32,GAUTTAM ENT.,,0,MARCH,,
26-10-2021,M/S ORINENT TRADERS,SALE,UCF 206,SKF,2,722.92,1445.84,GAUTTAM ENT.,,0,MARCH,,
26-10-2021,M/S ORINENT TRADERS,SALE,UCF 210,SKF,2,1222.71,2445.42,GAUTTAM ENT.,,0,MARCH,,
26-10-2021,M/S ORINENT TRADERS,SALE,UCF 212,SKF,2,2019.83,4039.66,GAUTTAM ENT.,,0,MARCH,,
27-10-2021,M/S ORINENT TRADERS,SALE,6009 2RS,SKF,10,660,6600,N M SALES AG,,0,MARCH,,
01-11-2021,M/S ORINENT TRADERS,SALE,NU212 ECP,SKF,2,3508.42,7016.84,VIKAS TRADING CO,,0,MARCH,,
09-11-2021,M/S ORINENT TRADERS,224,,SKF,1,11617.42,0,KOHINOOR BRGS,,0,MARCH,,
11-11-2021,M/S ORINENT TRADERS,473,7308 bep,SKF,4,1747,6988,KOHINOOR BRGS,,0,MARCH,,
12-11-2021,M/S ORINENT TRADERS,SALE,UCF 206,SKF,1,722.92,722.92,GAUTTAM ENT.,,0,MARCH,,
12-11-2021,M/S ORINENT TRADERS,SALE,UCFL 201,SKF,4,563.39,2253.56,GAUTTAM ENT.,,0,MARCH,,
12-11-2021,M/S ORINENT TRADERS,SALE,7210,SKF,2,1832.5,3665,KOHINOOR BRGS,,0,MARCH,,
17-11-2021,M/S ORINENT TRADERS,SALE,NU 322 ECJ,SKF,1,26743.2,26743.2,N M SALES AG,,0,MARCH,,
17-11-2021,M/S ORINENT TRADERS,SALE,7212 BEP,SKF,2,2393,4786,VIKAS TRADING CO,47.86,95.72,MARCH,,
17-11-2021,M/S ORINENT TRADERS,SALE,7310 BEP,SKF,2,2490,4980,VIKAS TRADING CO,49.8,99.6,MARCH,,
19-11-2021,M/S ORINENT TRADERS,1130,UCFL 205,SKF,1,3275.4,3275.4,KOHINOOR BRGS,,0,MARCH,,
19-11-2021,M/S ORINENT TRADERS,SALE,UCP 211,SKF,4,1594.77,6379.08,KOHINOOR BRGS,,0,MARCH,,
26-11-2021,M/S ORINENT TRADERS,SALE,3308 A,SKF,2,3952.52,7905.04,GAUTTAM ENT.,,0,MARCH,,
29-11-2021,M/S ORINENT TRADERS,SALE,UCF 204,SKF,8,542.19,4337.52,KOHINOOR BRGS,,0,MARCH,,
01-12-2021,M/S ORINENT TRADERS,001/D,1311 K,SKF,4,2919,11676,KOHINOOR BRGS,,0,MARCH,,
07-12-2021,M/S ORINENT TRADERS,529/D,UCFL 206,SKF,18,811.68,14610.24,KOHINOOR BRGS,,0,MARCH,,
11-12-2021,M/S ORINENT TRADERS,897,,SKF,1,31572.3,31572.3,KOHINOOR BRGS,,0,MARCH,,
11-12-2021,M/S ORINENT TRADERS,SALE,22218 EK,SKF,1,7400,7400,GAUTTAM ENT.,,0,MARCH,,
13-12-2021,M/S ORINENT TRADERS,SALE,22212 EK,SKF,2,5600,11200,GAUTTAM ENT.,,0,MARCH,,
13-12-2021,M/S ORINENT TRADERS,983,UCFL 206/UCF 209,SKF,1,29478.12,29478.12,KOHINOOR BRGS,,0,MARCH,,
13-12-2021,M/S ORINENT TRADERS,SALE,2202 2RS,SKF,60,1332.65,79959,R K ENT.,145.38,8723,MARCH,,
21-12-2021,M/S ORINENT TRADERS,SALE,UCP 212,SKF,2,2400,4800,GAUTTAM ENT.,,0,MARCH,,
24-12-2021,M/S ORINENT TRADERS,SALE,22217 EK,SKF,1,9500,9500,KOHINOOR BRGS,,0,MARCH,,
25-12-2021,M/S ORINENT TRADERS,SALE,UCF 206,SKF,2,777.48,1554.96,GAUTTAM ENT.,,0,MARCH,,
25-12-2021,M/S ORINENT TRADERS,SALE,UCF 204,SKF,10,583.11,5831.1,GAUTTAM ENT.,,0,MARCH,,
25-12-2021,M/S ORINENT TRADERS,2061,6012 ZZ,SKF,2,1098.72,9475.16,KOHINOOR BRGS,,0,MARCH,,
25-12-2021,M/S ORINENT TRADERS,2061,6013 ZZ,SKF,2,1286.31,2572.62,KOHINOOR BRGS,,0,MARCH,,
25-12-2021,M/S ORINENT TRADERS,2061,7308,SKF,2,1948,3896,KOHINOOR BRGS,,0,MARCH,,
25-12-2021,M/S ORINENT TRADERS,2061,51205,SKF,1,807.64,807.64,KOHINOOR BRGS,,0,MARCH,,
27-12-2021,M/S ORINENT TRADERS,SALE,NU 205 ECP,SKF,1,1902.32,1902.32,GAUTTAM ENT.,,0,MARCH,,
27-12-2021,M/S ORINENT TRADERS,SALE,7305 BEP,SKF,1,1055.76,1055.76,GAUTTAM ENT.,,0,MARCH,,
01-01-2022,M/S ORINENT TRADERS,27/JA,PILLOW BLOCK,SKF,1,30711,30711,KOHINOOR BRGS,,0,MARCH,,
12-01-2022,M/S ORINENT TRADERS,SALE,UCF 210,SKF,1,1338.06,1338.06,VARDHMAN ENT.,,0,MARCH,,
12-01-2022,M/S ORINENT TRADERS,SALE,UCF 211,SKF,1,1628.24,1628.24,VARDHMAN ENT.,,0,MARCH,,
13-01-2022,M/S ORINENT TRADERS,SALE,7202,SKF,6,835.2,5011.2,GAUTTAM ENT.,,0,MARCH,,
15-01-2022,M/S ORINENT TRADERS,SALE,UCP 210,SKF,2,1345.14,2690.28,GAUTTAM ENT.,,0,MARCH,,
17-01-2022,M/S ORINENT TRADERS,SALE,UCP 210,SKF,3,1338.06,4014.18,GAUTTAM ENT.,,0,MARCH,,
17-01-2022,M/S ORINENT TRADERS,SALE,UCP 206,SKF,1,802.72,802.72,GAUTTAM ENT.,,0,MARCH,,
18-01-2022,M/S ORINENT TRADERS,SALE,UCF 205,SKF,4,584.59,2338.36,GAUTTAM ENT.,,0,MARCH,,
19-01-2022,M/S ORINENT TRADERS,SALE,UCP 210,SKF,6,1338.06,8028.36,KOHINOOR BRGS,,0,MARCH,,
21-01-2022,M/S ORINENT TRADERS,1723,UCP 207,SKF,4,896.1,3584.4,KOHINOOR BRGS,,0,MARCH,,
25-01-2022,M/S ORINENT TRADERS,2016,UCF 209,SKF,3,1191.9,3575.7,N M SALES AG,,0,MARCH,,
25-01-2022,M/S ORINENT TRADERS,SALE,7204,SKF,7,1079.68,7557.76,GAUTTAM ENT.,,0,MARCH,,
01-02-2022,M/S ORINENT TRADERS,SALE,UCP 204,SKF,4,587.54,2350.16,GAUTTAM ENT.,,0,MARCH,,
01-02-2022,M/S ORINENT TRADERS,SALE,7205,SKF,2,1000,2000,GAUTTAM ENT.,,0,MARCH,,
01-02-2022,M/S ORINENT TRADERS,SALE,1205,SKF,1,915.3,915.3,GAUTTAM ENT.,,0,MARCH,,
02-02-2022,M/S ORINENT TRADERS,158,UCF 216,SKF,4,5658.96,22635.84,KOHINOOR BRGS,,0,MARCH,,
05-02-2022,M/S ORINENT TRADERS,SALE,4205,SKF,5,1068.42,5342.1,KOHINOOR BRGS,,0,MARCH,,
07-02-2022,M/S ORINENT TRADERS,533,2202 ETN 9 2RS,SKF,30,1356.88,40706.4,R K ENT.,121,3630,MARCH,,
08-02-2022,M/S ORINENT TRADERS,65,7308 BEP,SKF,4,1948,7792,KOHINOOR BRGS,,0,MARCH,,
14-02-2022,M/S ORINENT TRADERS,1128,UCFL 204,SKF,2,727.5,1455,KOHINOOR BRGS,,0,MARCH,,
15-02-2022,M/S ORINENT TRADERS,1261,3215 A,SKF,2,8358.66,16717.32,KOHINOOR BRGS,309,618,MARCH,,
17-02-2022,M/S ORINENT TRADERS,SALE,ucp 207,skf,4,896.1,3584.4,KOHINOOR BRGS,,0,MARCH,,
05-03-2022,M/S ORINENT TRADERS,417,,skf,1,2588.76,2588.76,KOHINOOR BRGS,,0,MARCH,,
14-03-2022,M/S ORINENT TRADERS,SALE,UCP 205,SKF,2,585.48,1170.96,GAUTTAM ENT.,,0,MARCH,,
14-03-2022,M/S ORINENT TRADERS,SALE,CF 206,SKF,2,825.15,1650.3,GAUTTAM ENT.,,0,MARCH,,
15-03-2022,M/S ORINENT TRADERS,1163,UCF 210,SKF,2,1294.38,2588.76,KOHINOOR BRGS,,0,MARCH,,
15-03-2022,M/S ORINENT TRADERS,1174,6008 ZZ,SKF,6,540,3240,KOHINOOR BRGS,,0,MARCH,,
16-03-2022,M/S ORINENT TRADERS,1286,,SKF,1,4796.04,4796.04,KOHINOOR BRGS,,0,MARCH,,
19-03-2022,M/S ORINENT TRADERS,1478,22206 E,SKF,2,,6622.5,KOHINOOR BRGS,,0,MARCH,,
19-03-2022,M/S ORINENT TRADERS,1478,1205,SKF,2,,0,KOHINOOR BRGS,,0,MARCH,,
22-03-2022,M/S ORINENT TRADERS,1677,6012 ZZ,SKF,6,1079.1,6474.6,KOHINOOR BRGS,34,204,MARCH,,
22-03-2022,M/S ORINENT TRADERS,1697,,SKF,1,12400.14,12400.14,KOHINOOR BRGS,,0,MARCH,,
31-05-2021,MASRANI MILL GIIN STORE,277,,HKG,1,2550,2550,KOHINOOR BRGS,,0,MARCH,,
31-05-2021,MASRANI MILL GIIN STORE,SALE,,HKG,1,1468,1468,KOHINOOR BRGS,,0,MARCH,,
10-06-2021,MASRANI MILL GIIN STORE,SALE,,HKG,1,1200,1200,KOHINOOR BRGS,,0,MARCH,,
14-06-2021,MASRANI MILL GIIN STORE,SALE,,HKG,1,3075,3075,KOHINOOR BRGS,,0,MARCH,,
02-07-2021,MASRANI MILL GIIN STORE,500,,HKG,1,2066,2066,KOHINOOR BRGS,,0,MARCH,,
05-07-2021,MASRANI MILL GIIN STORE,585,,HKG,1,1000,1000,KOHINOOR BRGS,,0,MARCH,,
