DATE,PARTY NAME,BILL,ITEM,MAKE,QTY,RATE,TOTAL,PARTY,EX RATE,TOTAL,BROK.TIME,OTHER NOTI.,PAY DATE
11-12-2021,shri arihant impex ,SALE,30303,SKF,1,725,725,KOHINOOR BRGS,,0,MARCH,,
15-10-2020,T S ENTERPRISE,SALE,7020 CTRDULP3,RHP,1,15000,15000,JAYDEEP ENTER.,,0,MARCH,,
09-11-2020,T S ENTERPRISE,1448,7208 STYNSUL P 4,NSK,2,2700,5400,KOHINOOR BEARING,,0,MARCH,,
12-07-2021,T S ENTERPRISE,SALE,40TAC 72,NSK,1,2850,2850,KOHINOOR BRGS,,0,MARCH,,
11-09-2021,T S ENTERPRISE,SALE,7201 CTYNDULP4,NSK,2,2450,4900,KOHINOOR BRGS,100,200,MARCH,,
07-12-2021,T S ENTERPRISE,2418,45 TAC 100,NSK,1,7700,7700,KOHINOOR BRGS,,0,MARCH,,
11-12-2021,T S ENTERPRISE,SALE,7018 CTYNDULP4,NSK,1,12000,12000,KOHINOOR BRGS,,0,MARCH,,
31-03-2022,T S ENTERPRISE,SALE,BAB 2562,NAK,4,1050,4200,KOHINOOR BRGS,,0,MARCH,,
29-06-2021,TRADE LINKERS,291,6003 ZZ,SKF,20,132.6,2652,R K ENT.,4,80,MARCH,,
28-09-2021,TRADE LINKERS,SALE,6212 ZZ,SKF,2,705,1410,KOHINOOR BRGS,0,0,MARCH,,
08-10-2021,TRADE LINKERS,1183,6309,SKF,1,793.8,793.8,KOHINOOR BRGS,,0,MARCH,,
07-03-2022,TRADE LINKERS,2282,6900 ZZ,SKF,20,78,1560,KOHINOOR BRGS,,0,MARCH,,
11-11-2021,TRANSEQUIP,13521,SW 190,LOY-JOY,25,1740.7,43517.5,KOHINOOR BRGS,53.56,1339,MARCH,,
11-12-2021,TRANSEQUIP,13770,SW 276,LOY-JOY,1,4864.3,4864.3,KOHINOOR BRGS,138,138,MARCH,,
22-03-2022,TRANSEQUIP,14636,SW 276,LOY-JOY,1,4864.3,4864.3,KOHINOOR BRGS,146,146,MARCH,,
22-03-2022,TRANSEQUIP,14636,SW 190,LOY-JOY,1,678,678,KOHINOOR BRGS,30,30,MARCH,,
12-10-2021,VISHAL NEEDLE,X,F 16/12,BUSH,2,25,50,KOHINOOR BRGS,,0,MARCH,,
12-10-2021,VISHAL NEEDLE,X,F 604,BUSH,20,18,360,KOHINOOR BRGS,,0,MARCH,,
12-10-2021,VISHAL NEEDLE,X,PAP 10/12,BUSH,2,10,20,KOHINOOR BRGS,,0,MARCH,,
20-10-2021,VISHAL NEEDLE,SALE,F 16/12,BUSH,2,25,50,KOHINOOR BRGS,,0,MARCH,,
20-10-2021,VISHAL NEEDLE,SALE,GE 20 GS 2RS,LS,6,375,2250,KOHINOOR BRGS,,0,MARCH,,
20-10-2021,VISHAL NEEDLE,SALE,LHSA 10(1.5),WERB,20,125,2500,KOHINOOR BRGS,15,300,MARCH,,
20-10-2021,VISHAL NEEDLE,SALE,PAP 10/12,BUSH,2,9,18,KOHINOOR BRGS,,0,MARCH,,
20-10-2021,VISHAL NEEDLE,SALE,PAP 24/15,BUSH,3,20,60,KOHINOOR BRGS,,0,MARCH,,
20-10-2021,VISHAL NEEDLE,SALE,PAP 25/25,BUSH,10,28,280,KOHINOOR BRGS,,0,MARCH,,
20-10-2021,VISHAL NEEDLE,SALE,PAP 32/25,BUSH,10,38,380,KOHINOOR BRGS,,0,MARCH,,
26-10-2021,VISHAL NEEDLE,SALE,GEH 60 ES2RS,LS,2,1750,3500,GAUTTAM ENT.,,0,MARCH,,
26-10-2021,VISHAL NEEDLE,SALE,PAP 40/20,CHINA,12,40,480,GAUTTAM ENT.,,0,MARCH,,
28-10-2021,VISHAL NEEDLE,SALE,BA 28/16 ZOH,NEKIB,60,75,4500,GAUTTAM ENT.,,0,MARCH,,
30-10-2021,VISHAL NEEDLE,SALE,BA 28/16,NEKIB,40,75,3000,GAUTTAM ENT.,,0,MARCH,,
01-11-2021,VISHAL NEEDLE,SALE,KRV22 PPA,NEKIB,20,175,3500,GAUTTAM ENT.,,0,MARCH,,
19-11-2021,VISHAL NEEDLE,SALE,GIR 40 UK 2RS,WERB,3,2050,6150,GAUTTAM ENT.,,0,MARCH,,
22-11-2021,VISHAL NEEDLE,X,WC 16,WASHER,10,18,180,KOHINOOR BRGS,,0,MARCH,,
24-11-2021,VISHAL NEEDLE,SALE,SI 35 ES,LS,5,1250,6250,GAUTTAM ENT.,,0,MARCH,,
24-11-2021,VISHAL NEEDLE,SALE,SIL35 ES,LS,5,1250,6250,GAUTTAM ENT.,,0,MARCH,,
20-12-2021,VISHAL NEEDLE,SALE,NA 4922,NEKIB,2,1700,3400,GAUTTAM ENT.,,0,MARCH,,
21-12-2021,VISHAL NEEDLE,X,PAP 32/30,BUSH,16,36,576,KOHINOOR BRGS,,0,MARCH,,
28-12-2021,VISHAL NEEDLE,SALE,SI 17 ES,WERB,19,300,5700,KOHINOOR BRGS,15,285,MARCH,,
04-01-2022,VISHAL NEEDLE,SALE,AXK 10013518,NEKIB,2,1200,2400,GAUTTAM ENT.,,0,MARCH,,
06-01-2022,VISHAL NEEDLE,SALE,NATV15 PP,NEKIB,32,240,7680,GAUTTAM ENT.,,0,MARCH,,
06-01-2022,VISHAL NEEDLE,SALE,NATV20 PP,NEKIB,48,290,13920,GAUTTAM ENT.,,0,MARCH,,
06-01-2022,VISHAL NEEDLE,SALE,MGR 15X1600,CHINA,1,5760,5760,GAUTTAM ENT.,,0,MARCH,,
07-01-2022,VISHAL NEEDLE,SALE,RC 040708,ESK,20,145,2900,GAUTTAM ENT.,,0,MARCH,,
07-01-2022,VISHAL NEEDLE,SALE,PAP 35/40,BUSH,4,60,240,KOHINOOR BRGS,5,20,MARCH,,
07-01-2022,VISHAL NEEDLE,SALE,LHSA 10(1.5),WERB,20,130,2600,KOHINOOR BRGS,10,200,MARCH,,
08-01-2022,VISHAL NEEDLE,SALE,SI 35 ES,CHINA,10,1250,12500,GAUTTAM ENT.,,0,MARCH,,
08-01-2022,VISHAL NEEDLE,SALE,SIL 35 ES,CHINA,10,1250,12500,GAUTTAM ENT.,,0,MARCH,,
12-01-2022,VISHAL NEEDLE,X,PAP16/20 ,BUSH,2,15,30,KOHINOOR BRGS,,0,MARCH,,
12-01-2022,VISHAL NEEDLE,X,PAF 604,BUSH,8,18,144,KOHINOOR BRGS,,0,MARCH,,
14-01-2022,VISHAL NEEDLE,X,PAP 25/30,BUSH,8,30,240,KOHINOOR BRGS,5,40,MARCH,,
14-01-2022,VISHAL NEEDLE,X,PAP 32/25,BUSH,34,35,1190,KOHINOOR BRGS,5,170,MARCH,,
14-01-2022,VISHAL NEEDLE,X,PAP 40/30,BUSH,12,45,540,KOHINOOR BRGS,10,120,MARCH,,
15-01-2022,VISHAL NEEDLE,SALE,SI 35 ES,WERB,3,1350,4050,GAUTTAM ENT.,,0,MARCH,,
15-01-2022,VISHAL NEEDLE,SALE,SIL 35 ES,WERB,2,1350,2700,GAUTTAM ENT.,,0,MARCH,,
17-01-2022,VISHAL NEEDLE,SALE,SI 20 ES,WERB,16,400,6400,GAUTTAM ENT.,,0,MARCH,,
29-01-2022,VISHAL NEEDLE,SALE,HGW 15,WERB,10,630,6300,GAUTTAM ENT.,,0,MARCH,,
29-01-2022,VISHAL NEEDLE,SALE,KRV 22PP,NEKIB,24,510,12240,GAUTTAM ENT.,,0,MARCH,,
01-02-2022,VISHAL NEEDLE,SALE,HGW 15,WERB,10,630,6300,GAUTTAM ENT.,,0,MARCH,,
10-02-2022,VISHAL NEEDLE,SALE,NK 40/30,IKO,3,450,1350,GAUTTAM ENT.,,0,MARCH,,
12-02-2022,VISHAL NEEDLE,SALE,CF 16 B UU,IKO,15,650,9750,GAUTTAM ENT.,,0,MARCH,,
21-02-2022,VISHAL NEEDLE,X,PAP16/15,BUSH,1,11,11,KOHINOOR BRGS,,0,MARCH,,
21-02-2022,VISHAL NEEDLE,X,PAP12/08,BUSH,101,7,707,KOHINOOR BRGS,,0,MARCH,,
01-03-2022,VISHAL NEEDLE,SALE,NK 90/35,IKO,1,2000,2000,GAUTTAM ENT.,,0,MARCH,,
12-03-2022,VISHAL NEEDLE,SALE,NA 4914,NEKIB,2,525,1050,GAUTTAM ENT.,,0,MARCH,,
12-03-2022,VISHAL NEEDLE,SALE,CR 24 B UU,IKO,8,1100,8800,GAUTTAM ENT.,,0,MARCH,,
22-03-2022,VISHAL NEEDLE,SALE,GE 60 ES 2RS,IKO,2,1350,2700,GAUTTAM ENT.,,0,MARCH,,
22-03-2022,VISHAL NEEDLE,2233,LHSA 10(1.5),WERB,10,130,1300,KOHINOOR BRGS,10,100,MARCH,,
